1000179,79.0,0
1000179,0.0,0
1000180,0.0,0
1000180,31.0,0
1000202,2.0,0
1000202,1.0,0
1000202,,0
1000206,0.0,0
1000206,56.0,0
1000245,0.0,0
1000245,4.0,0
1000315,18.0,0
1000315,0.0,0
1000316,25.0,0
1000316,0.0,0
1000355,1877.0,540
1000355,18718.0,540
1000355,,540
1000435,4.0,220
1000435,1132.0,220
1000435,16.0,220
1000439,,0
1000439,6.0,0
1001558,0.0,0
1001558,4.0,0
1001559,4.0,0
1001559,0.0,0
1001560,0.0,0
1001560,4.0,0
1001652,1.0,0
1001652,,0
1001653,,0
1001653,18.0,0
1001654,2.0,0
1001654,,0
1001655,,0
1001656,,0
1001658,88.0,0
1001658,,0
1001659,2.0,0
1001659,,0
1001660,,0
1001660,16.0,0
1001661,34.0,0
1001661,,0
1001670,6.0,0
1001670,54.0,0
1001670,8.0,0
1001829,5.0,0
1001829,57.0,0
1001829,2.0,0
1001846,21.0,0
1001846,,0
1001848,4.0,0
1001848,,0
1001849,,0
1001850,,0
1001852,,0
1001852,13.0,0
1001855,,0
1001855,12.0,0
1001856,20.0,0
1001856,,0
1001926,18.0,0
1001926,,0
1001927,4.0,0
1001927,,0
1001928,,0
1001928,45.0,0
1001981,,0
1001982,2.0,0
1001982,38.0,0
1001982,,0
1001986,,0
1001988,,0
1001990,107.0,0
1001990,7.0,0
1001990,,0
1001994,,0
1001994,3.0,0
1001996,,0
1001997,,0
1002006,131.0,0
1002006,28.0,0
1002006,10.0,0
1002015,,0
1002018,,0
1002018,1.0,0
1002040,,0
1002050,1.0,0
1002050,16.0,0
1002050,2.0,0
1002060,,0
1002061,,0
1002061,23.0,0
1002061,18.0,0
1002064,,0
1002075,41.0,0
1002075,,0
1002077,,0
1002077,15.0,0
1002079,38.0,0
1002079,,0
1002087,13.0,0
1002087,,0
1002097,36.0,0
1002097,,0
1002097,3.0,0
1002116,,0
1002117,,0
1002118,1.0,0
1002118,,0
1002127,25.0,0
1002127,12.0,0
1002127,165.0,0
1002133,22.0,0
1002133,17.0,0
1002133,2.0,0
1002175,3.0,0
1002175,,0
1002175,36.0,0
1002196,,0
1002201,1.0,0
1002201,,0
1002343,14.0,0
1002343,7.0,0
1002343,98.0,0
1002376,,0
1002388,0.0,0
1002388,2.0,0
1002396,0.0,0
1002396,21.0,0
1002402,51.0,0
1002402,0.0,0
1002406,16.0,0
1002406,,0
1002409,,0
1002412,,0
1002413,50.0,0
1002413,5.0,0
1002413,,0
1002419,49.0,0
1002419,5.0,0
1002419,1.0,0
1002427,2.0,0
1002427,79.0,0
1002427,0.0,0
1002444,,0
1002444,33.0,0
1002456,44.0,0
1002456,,0
1002467,5.0,0
1002467,1.0,0
1002467,34.0,0
1002470,2.0,0
1002470,77.0,0
1002470,9.0,0
1002472,,0
1002472,16.0,0
1002577,0.0,0
1002577,23.0,0
1002580,113.0,0
1002580,0.0,0
1002586,0.0,0
1002586,65.0,0
1002590,29.0,0
1002590,0.0,0
1002617,63.0,0
1002617,0.0,0
1002642,,0
1002642,13.0,0
1002711,,0
1002711,100.0,0
1002738,147.0,0
1002738,4.0,0
1002738,15.0,0
1002739,10.0,0
1002739,104.0,0
1002739,,0
1002742,,0
1002742,41.0,0
1002745,4.0,0
1002745,,0
1002745,44.0,0
1002760,,0
1002760,26.0,0
1002761,44.0,0
1002761,,0
1002762,,0
1002762,26.0,0
1002763,21.0,0
1002763,,0
1002774,,0
1002774,176.0,0
1002780,97.0,0
1002780,2.0,0
1002780,,0
1002781,86.0,0
1002781,,0
1002784,49.0,0
1002784,,0
1002806,6.0,0
1002806,95.0,0
1002806,12.0,0
1002811,,0
1002811,29.0,0
1002811,2.0,0
1002815,3.0,0
1002815,1.0,0
1002815,20.0,0
1002816,,0
1002816,8.0,0
1002816,21.0,0
1002825,41.0,0
1002825,,0
1002827,105.0,0
1002827,1.0,0
1002827,,0
1002833,8.0,0
1002833,3.0,0
1002833,49.0,0
1002837,,0
1002837,94.0,0
1002838,,0
1002838,47.0,0
1002838,1.0,0
1002839,8.0,0
1002839,,0
1002839,45.0,0
1002841,,0
1002841,103.0,0
1002842,9.0,0
1002842,,0
1002842,25.0,0
1002844,90.0,0
1002844,,0
1002847,4.0,0
1002847,,0
1002849,,0
1002912,45.0,0
1002912,,0
1002917,33.0,0
1002917,3.0,0
1002917,,0
1002918,,0
1002923,,0
1002923,20.0,0
1002923,34.0,0
1002930,8.0,0
1002930,,0
1002931,,0
1002972,,0
1002972,23.0,0
1002972,1.0,0
1002978,,740
1003056,,760
1003062,,0
1003062,2.0,0
1003062,37.0,0
1003064,,0
1003064,105.0,0
1003064,2.0,0
1003068,2.0,0
1003068,,0
1003068,27.0,0
1003069,55.0,0
1003069,,0
1003070,,0
1003070,47.0,0
1003085,28.0,0
1003085,,0
1003092,,0
1003106,,0
1003106,21.0,0
1003109,50.0,0
1003109,,0
1003109,1.0,0
1003111,34.0,0
1003111,2.0,0
1003111,3.0,0
1003113,6.0,0
1003113,72.0,0
1003113,1.0,0
1003120,,0
1003120,29.0,0
1003124,,0
1003140,26.0,0
1003140,2.0,0
1003140,,0
1003142,13.0,0
1003142,,0
1003143,,0
1003143,2.0,0
1003148,59.0,0
1003148,,0
1003153,40.0,0
1003153,5.0,0
1003153,4.0,0
1003189,13.0,0
1003189,,0
1003191,,0
1003191,56.0,0
1003192,,0
1003192,64.0,0
1003193,,0
1003193,7.0,0
1003193,34.0,0
1003194,2.0,0
1003194,,0
1003209,3.0,0
1003209,30.0,0
1003209,4.0,0
1003211,90.0,0
1003211,9.0,0
1003211,4.0,0
1003214,46.0,0
1003214,5.0,0
1003214,3.0,0
1003217,24.0,0
1003217,,0
1003217,2.0,0
1003250,36.0,0
1003250,12.0,0
1003250,2.0,0
1003272,2.0,0
1003272,1.0,0
1003272,35.0,0
1003277,58.0,0
1003277,7.0,0
1003277,13.0,0
1003287,13.0,0
1003287,43.0,0
1003287,10.0,0
1003326,,0
1003326,8.0,0
1003332,144.0,0
1003332,23.0,0
1003332,8.0,0
1003433,,0
1003433,11.0,0
1003435,51.0,0
1003435,7.0,0
1003435,10.0,0
1003436,47.0,0
1003436,8.0,0
1003436,3.0,0
1003443,,0
1003443,46.0,0
1003443,1.0,0
1003452,,0
1003455,8.0,0
1003455,34.0,0
1003455,1.0,0
1003455,15.0,0
1003455,,0
1003458,14.0,0
1003458,,0
1003462,,0
1003462,22.0,0
1003512,,0
1003512,7.0,0
1003512,4.0,0
1003531,42.0,0
1003531,5.0,0
1003531,11.0,0
1003531,,0
1003535,,0
1003535,34.0,0
1003537,15.0,0
1003537,,0
1003541,,0
1003541,14.0,0
1003541,4.0,0
1003554,50.0,0
1003554,12.0,0
1003554,3.0,0
1003557,18.0,0
1003557,3.0,0
1003557,62.0,0
1003574,0.0,0
1003574,12.0,0
1003596,7.0,0
1003596,4.0,0
1003596,26.0,0
1003600,,0
1003600,11.0,0
1003600,154.0,0
1003600,15.0,0
1003629,8.0,0
1003629,65.0,0
1003629,,0
1003657,65.0,0
1003657,6.0,0
1003657,15.0,0
1003671,1.0,0
1003671,,0
1003681,33.0,0
1003681,,0
1003681,102.0,0
1003682,23.0,0
1003682,,0
1003720,49.0,0
1003720,26.0,0
1003720,2.0,0
1003725,51.0,0
1003725,,0
1003729,33.0,0
1003729,,0
1003776,37.0,0
1003776,2.0,0
1003776,,0
1003897,,0
1003915,43.0,0
1003915,11.0,0
1003915,3.0,0
1003916,3.0,0
1003916,29.0,0
1003916,8.0,0
1003917,115.0,0
1003917,12.0,0
1003995,,0
1004031,32.0,0
1004031,,0
1004032,27.0,0
1004032,,0
1004035,,0
1004035,10.0,0
1004068,42.0,0
1004068,,0
1004069,,0
1004069,44.0,0
1004087,,0
1004087,15.0,0
1004087,20.0,0
1004089,,0
1004153,,0
1004153,26.0,0
1004160,,0
1004160,11.0,0
1004161,18.0,0
1004161,,0
1004165,8.0,0
1004165,,0
1004166,,0
1004166,15.0,0
1004167,,0
1004167,96.0,0
1004168,,0
1004168,110.0,0
1004169,,0
1004169,76.0,0
1004170,,0
1004192,79.0,0
1004192,,0
1004192,10.0,0
1004272,,0
1004272,67.0,0
1004319,,0
1004319,14.0,0
1004322,17.0,0
1004322,132.0,0
1004322,,0
1004356,,0
1004356,11.0,0
1004356,2.0,0
1004357,31.0,0
1004357,,0
1004358,87.0,0
1004358,,0
1004359,,0
1004359,71.0,0
1004360,89.0,0
1004360,,0
1004361,,0
1004361,95.0,0
1004363,1.0,0
1004363,,0
1004404,24.0,0
1004404,2.0,0
1004404,,0
1004468,,0
1004468,10.0,0
1004468,7.0,0
1004564,,0
1004564,97.0,0
1004628,,745
1004634,,0
1004634,2.0,0
1004647,29.0,0
1004647,,0
1004651,,0
1004651,1.0,0
1004734,71.0,0
1004734,3.0,0
1004734,22.0,0
1004736,6.0,0
1004736,,0
1004736,31.0,0
1004764,36.0,0
1004764,,0
1004769,13.0,0
1004769,,0
1004771,,0
1004771,7.0,0
1004773,8.0,0
1004773,,0
1004775,,0
1004775,10.0,0
1004776,,0
1004776,19.0,0
1004776,4.0,0
1004777,24.0,0
1004777,,0
1004778,21.0,0
1004778,,0
1004779,53.0,0
1004780,16.0,0
1004780,,0
1004781,32.0,0
1004781,,0
1004782,23.0,0
1004782,,0
1004783,,0
1004783,15.0,0
1004786,,0
1004786,15.0,0
1004787,,0
1004787,22.0,0
1004788,18.0,0
1004788,,0
1004789,,0
1004789,14.0,0
1004820,22.0,0
1004820,,0
1004844,174.0,0
1004844,85.0,0
1004844,24.0,0
1004846,22.0,0
1004846,0.0,0
1004858,8.0,0
1004858,,0
1004903,27.0,0
1004903,0.0,0
1004905,,750
1004906,,0
1004906,1.0,0
1004906,9.0,0
1004908,,0
1004908,7.0,0
1004912,8.0,0
1004912,,0
1004917,5.0,0
1004917,,0
1004922,7.0,0
1004922,,0
1004923,1.0,0
1004923,,0
1004926,15.0,0
1004926,,0
1004927,,0
1004927,2.0,0
1004927,53.0,0
1004928,45.0,0
1004928,1.0,0
1004928,2.0,0
1004929,,0
1004929,17.0,0
1004930,,0
1004930,14.0,0
1004932,,0
1004932,15.0,0
1004933,,0
1004933,48.0,0
1004934,20.0,0
1004934,,0
1004935,12.0,0
1004935,2.0,0
1004935,,0
1004937,50.0,0
1004937,1.0,0
1004945,10.0,0
1004945,,0
1004945,70.0,0
1004946,78.0,0
1004946,5.0,0
1004946,8.0,0
1004995,39.0,0
1004995,1.0,0
1004995,,0
1005008,14.0,0
1005008,1.0,0
1005010,,0
1005010,35.0,0
1005010,1.0,0
1005011,,0
1005013,24.0,0
1005013,,0
1005014,,0
1005014,29.0,0
1005015,,0
1005015,25.0,0
1005016,,0
1005016,17.0,0
1005027,2.0,0
1005027,4.0,0
1005027,77.0,0
1005028,67.0,0
1005028,5.0,0
1005028,,0
1005060,14.0,0
1005060,,0
1005063,46.0,0
1005078,14.0,0
1005078,85.0,0
1005078,,0
1005079,4.0,0
1005079,35.0,0
1005079,1.0,0
1005140,2.0,0
1005140,7.0,0
1005140,35.0,0
1005235,,0
1005235,74.0,0
1005238,,0
1005238,51.0,0
1005242,,0
1005242,27.0,0
1005243,44.0,0
1005243,,0
1005244,59.0,0
1005244,2.0,0
1005244,1.0,0
1005245,,0
1005245,1.0,0
1005245,44.0,0
1005332,,0
1005332,2.0,0
1005332,36.0,0
1005646,2.0,0
1005646,18.0,0
1005646,9.0,0
1005649,75.0,0
1005649,,0
1005649,7.0,0
1005650,,0
1005684,33.0,0
1005684,,0
1005684,2.0,0
1005687,28.0,0
1005687,5.0,0
1005687,1.0,0
1005688,,0
1005696,,0
1005705,0.0,0
1005705,4.0,0
1005722,,0
1005726,3.0,0
1005726,,0
1005726,44.0,0
1005804,,0
1005804,21.0,0
1005805,,0
1005805,21.0,0
1005806,,0
1005806,21.0,0
1005815,36.0,0
1005815,9.0,0
1005815,,0
1005816,9.0,0
1005816,,0
1005816,25.0,0
1005846,44.0,0
1005846,3.0,0
1005846,,0
1005883,3.0,0
1005883,9.0,0
1005883,12.0,0
1005953,15.0,0
1005953,,0
1005958,,0
1005958,82.0,0
1005958,1.0,0
1005963,,580
1005963,414.0,580
1005963,1179.0,580
1005986,12.0,0
1005986,,0
1005989,4.0,0
1005989,102.0,0
1005989,,0
1006042,25.0,0
1006042,,0
1006109,0.0,0
1006109,76.0,0
1006122,20.0,0
1006122,216.0,0
1006122,,0
1006130,0.0,0
1006130,82.0,0
1006143,1.0,0
1006143,70.0,0
1006143,23.0,0
1006151,217.0,0
1006151,5.0,0
1006151,36.0,0
1006152,115.0,0
1006152,6.0,0
1006152,42.0,0
1006154,2.0,0
1006154,57.0,0
1006154,9.0,0
1006156,,0
1006156,16.0,0
1006232,21.0,0
1006232,,0
1006265,,0
1006265,15.0,0
1006265,2.0,0
1006317,,0
1006332,9.0,0
1006332,,0
1006368,5.0,0
1006368,,0
1006385,36.0,0
1006385,0.0,0
1006434,31.0,0
1006434,,0
1006440,0.0,0
1006440,42.0,0
1006505,0.0,0
1006505,4.0,0
1006523,,0
1006523,18.0,0
1006564,,160
1006564,16.0,160
1006564,237.0,160
1006586,16.0,0
1006586,64.0,0
1006586,4.0,0
1006696,40.0,0
1006696,0.0,0
1006698,0.0,0
1006698,41.0,0
1006750,,745
1006757,54.0,0
1006757,0.0,0
1006770,251.0,220
1006770,40.0,220
1006770,35.0,220
1006781,59.0,0
1006781,0.0,0
1006782,36.0,0
1006782,0.0,0
1006824,0.0,0
1006824,31.0,0
1006841,0.0,0
1006841,4.0,0
1006918,20.0,0
1006918,5.0,0
1006918,15.0,0
1006921,13.0,0
1006921,8.0,0
1006921,4.0,0
1006923,10.0,0
1006923,,0
1006926,,0
1006928,,0
1006931,,0
1006931,25.0,0
1006931,2.0,0
1006953,47.0,0
1006953,,0
1006954,,0
1006954,52.0,0
1006954,1.0,0
1006973,,0
1006973,53.0,0
1006997,1.0,0
1006997,49.0,0
1006997,,0
1006998,52.0,0
1006998,,0
1007003,,0
1007003,111.0,0
1007004,146.0,0
1007004,,0
1007005,1.0,0
1007005,109.0,0
1007006,77.0,0
1007006,,0
1007016,52.0,0
1007016,,0
1007042,2.0,0
1007042,79.0,0
1007043,,0
1007043,113.0,0
1007048,,0
1007048,62.0,0
1007048,5.0,0
1007049,114.0,0
1007049,,0
1007080,63.0,0
1007080,2.0,0
1007080,3.0,0
1007081,,0
1007081,88.0,0
1007092,20.0,0
1007092,,0
1007102,24.0,0
1007102,176.0,0
1007102,,0
1007191,,0
1007394,15.0,0
1007394,17.0,0
1007394,3.0,0
1007430,,0
1007430,15.0,0
1007437,,0
1007450,37.0,0
1007450,,0
1007476,,420
1007476,6949.0,420
1007479,3971.0,430
1007479,,430
1007479,15565.0,430
1007481,,575
1007481,1248.0,575
1007482,,395
1007482,2368.0,395
1007484,,580
1007484,59386.0,580
1007484,15220.0,580
1007485,,220
1007485,6918.0,220
1007485,14953.0,220
1007513,64.0,0
1007513,,0
1007535,,0
1007535,50.0,0
1007536,18.0,0
1007536,,0
1007777,70.0,430
1007777,52.0,430
1007777,,430
1007787,49.0,0
1007787,0.0,0
1007807,,890
1008007,,0
1008007,25.0,0
1008037,79.0,0
1008037,,0
1008043,114.0,0
1008043,,0
1008045,,0
1008045,1.0,0
1008045,104.0,0
1008046,45.0,0
1008046,,0
1008051,,160
1008051,474.0,160
1008051,10360.0,160
1008052,,580
1008052,1667.0,580
1008053,,540
1008053,129.0,540
1008066,516.0,305
1008066,,305
1008066,6.0,305
1008078,183.0,507
1008078,1217.0,507
1008079,4306.0,260
1008080,,0
1008080,27.0,0
1008080,6.0,0
1008086,,575
1008086,2615.0,575
1008087,,540
1008087,749.0,540
1008092,459.0,220
1008092,799.0,220
1008092,,220
1008111,,890
1008113,681.0,220
1008113,2.0,220
1008113,1068.0,220
1008116,32.0,160
1008116,816.0,160
1008134,,350
1008134,729.0,350
1008139,,0
1008141,88.0,430
1008141,28.0,430
1008141,5911.0,430
1008146,0.0,0
1008146,29.0,0
1008149,0.0,0
1008149,36.0,0
1008150,0.0,0
1008150,91.0,0
1008151,,0
1008158,26.0,0
1008158,0.0,0
1008160,3.0,0
1008160,,0
1008162,,0
1008162,40.0,0
1008163,,745
1008167,2645.0,575
1008167,,575
1008170,1411.0,507
1008170,,507
1008172,,890
1008173,,395
1008173,1318.0,395
1008190,22.0,305
1008190,11.0,305
1008190,,305
1008202,8001.0,540
1008202,,540
1008202,1004.0,540
1008203,2.0,515
1008203,202.0,515
1008203,,515
1008219,,220
1008219,798.0,220
1008224,,220
1008224,48.0,220
1008224,50.0,220
1008233,,0
1008234,0.0,0
1008234,61.0,0
1008238,1.0,0
1008238,28.0,0
1008238,,0
1008239,,0
1008240,4.0,0
1008240,7.0,0
1008240,33.0,0
1008241,198.0,360
1008241,1461.0,360
1008241,177.0,360
1008245,0.0,0
1008245,67.0,0
1008247,,0
1008247,37.0,0
1008249,,0
1008250,,0
1008250,2.0,0
1008270,4856.0,540
1008270,,540
1008270,636.0,540
1008275,471.0,395
1008287,620.0,360
1008287,27.0,360
1008287,1675.0,360
1008289,,420
1008289,12122.0,420
1008290,3.0,430
1008290,74.0,430
1008290,277.0,430
1008293,544.0,220
1008293,3902.0,220
1008293,,220
1008296,,595
1008296,1079.0,595
1008296,16081.0,595
1008298,,0
1008298,28.0,0
1008298,27.0,0
1008299,50.0,305
